Unnamed: 0,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Female,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProdTaken
4318,29.0,1,24.0,4,4.0,5.0,3.0,0,1,0,2.0,23236.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1450,35.0,2,32.0,2,3.0,3.0,2.0,1,1,1,0.0,23837.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
4543,29.0,2,15.0,4,5.0,3.0,3.0,0,1,1,1.0,23614.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4534,36.0,1,34.0,3,5.0,5.0,3.0,0,4,0,2.0,21237.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0
4563,54.0,1,30.0,4,4.0,3.0,8.0,0,5,1,2.0,32953.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
3227,42.0,1,14.0,3,2.0,3.0,3.0,0,3,1,2.0,22054.0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
4447,41.0,3,12.0,3,5.0,5.0,7.0,1,5,0,1.0,29153.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
3211,38.0,1,10.0,3,4.0,4.0,5.0,0,4,1,1.0,22785.0,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0
2376,34.0,1,13.0,3,3.0,3.0,2.0,0,3,0,0.0,17585.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,1
279,50.0,1,10.0,3,3.0,4.0,4.0,0,5,1,0.0,34144.0,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,0
4466,57.0,1,16.0,3,4.0,3.0,2.0,0,4,0,1.0,29781.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,0
4436,38.0,1,17.0,4,2.0,3.0,5.0,0,4,1,3.0,23358.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,0
3889,42.0,1,35.0,3,5.0,4.0,2.0,0,5,1,2.0,32248.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
594,29.0,1,29.0,2,1.0,3.0,2.0,0,2,1,1.0,17700.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
3284,36.0,1,7.0,3,5.0,3.0,8.0,0,2,1,2.0,20936.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
503,34.0,1,6.0,2,3.0,3.0,2.0,0,3,1,0.0,17691.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
3642,34.0,3,23.0,3,4.0,3.0,3.0,1,1,0,1.0,24046.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
2503,38.0,1,7.0,3,5.0,3.0,3.0,0,5,1,2.0,24671.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
2259,44.0,2,6.0,3,4.0,5.0,1.0,0,4,1,0.0,25482.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,1
1092,45.0,1,34.0,3,3.0,3.0,5.0,0,3,1,2.0,17132.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
438,35.0,1,22.0,3,3.0,3.0,5.0,1,2,0,1.0,22632.0,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0
703,38.0,3,16.0,2,3.0,3.0,2.0,1,3,0,1.0,20666.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0
2967,51.0,1,35.0,4,3.0,3.0,3.0,1,2,1,3.0,21899.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
350,42.0,2,8.0,2,3.0,3.0,1.0,1,4,1,0.0,17696.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2120,43.0,1,6.0,2,3.0,3.0,5.0,0,1,1,1.0,20562.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
308,58.0,1,6.0,2,5.0,3.0,3.0,1,2,1,1.0,20660.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
892,19.0,1,16.0,3,4.0,4.0,2.0,1,5,1,1.0,16859.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1
169,32.0,1,12.0,2,3.0,3.0,4.0,0,2,0,1.0,18038.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
2197,18.0,1,11.0,3,3.0,3.0,2.0,0,1,0,1.0,16051.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
2964,49.0,3,9.0,3,3.0,4.0,5.0,0,3,1,1.0,26798.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,0
71,29.0,1,8.0,3,3.0,4.0,1.0,0,4,0,0.0,17703.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
153,45.0,1,15.0,2,3.0,4.0,1.0,0,4,1,0.0,17348.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1869,31.0,1,6.0,3,4.0,5.0,2.0,0,4,1,1.0,17218.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2202,30.0,1,11.0,2,3.0,4.0,1.0,0,3,0,0.0,17422.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1
3675,47.0,1,20.0,3,4.0,4.0,8.0,0,4,1,1.0,24240.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,0
3174,31.0,1,15.0,4,2.0,5.0,2.0,1,2,0,3.0,30094.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
2986,39.0,1,7.0,3,4.0,3.0,6.0,1,2,0,2.0,26539.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
2776,55.0,1,27.0,3,4.0,3.0,5.0,0,4,1,1.0,23547.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
181,34.0,1,33.0,3,3.0,4.0,3.0,0,3,1,0.0,17311.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0
2653,47.0,1,7.0,4,4.0,5.0,2.0,0,2,0,1.0,28074.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
1603,41.0,3,15.0,3,3.0,3.0,4.0,1,1,0,1.0,23189.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
3149,40.0,3,9.0,3,2.0,3.0,2.0,0,2,1,2.0,26558.0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
2610,42.0,1,21.0,3,4.0,3.0,6.0,0,4,1,2.0,21129.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2349,60.0,3,13.0,2,1.0,3.0,1.0,1,5,0,0.0,20220.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
4884,28.0,1,31.0,4,5.0,3.0,3.0,1,3,1,2.0,21212.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
1892,19.0,2,8.0,2,4.0,3.0,2.0,0,3,0,0.0,17564.0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
3483,35.0,2,16.0,3,4.0,3.0,3.0,0,1,1,1.0,21420.0,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1202,38.0,1,10.0,2,3.0,3.0,1.0,0,5,0,0.0,18306.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
2524,31.0,1,7.0,3,5.0,3.0,3.0,1,2,1,2.0,23804.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0
2511,46.0,1,14.0,3,4.0,5.0,4.0,0,3,1,2.0,28402.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
4355,43.0,1,12.0,4,4.0,3.0,6.0,0,3,0,2.0,20771.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2572,23.0,1,9.0,4,4.0,3.0,2.0,0,5,1,3.0,21201.0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
33,39.0,3,11.0,2,3.0,3.0,4.0,0,2,0,1.0,17086.0,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1
4186,29.0,1,16.0,4,4.0,3.0,3.0,0,1,1,1.0,20748.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2818,29.0,3,16.0,4,4.0,3.0,3.0,0,3,1,1.0,23931.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,0
2849,26.0,1,10.0,4,4.0,5.0,7.0,0,5,1,2.0,22709.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1
3471,35.0,1,7.0,3,5.0,4.0,7.0,0,1,1,2.0,21972.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
2453,37.0,1,34.0,4,4.0,3.0,8.0,0,3,1,1.0,23915.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,0
4867,45.0,3,8.0,3,6.0,4.0,8.0,0,3,0,2.0,21040.0,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1
2971,33.0,3,17.0,3,4.0,3.0,3.0,0,4,0,2.0,24074.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,0
2651,37.0,1,25.0,4,4.0,3.0,3.0,0,3,1,3.0,20831.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0
1863,34.0,3,10.0,3,3.0,3.0,1.0,0,1,0,0.0,21538.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3925,30.0,1,22.0,3,5.0,3.0,2.0,1,1,1,2.0,22871.0,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0
2492,47.0,3,12.0,4,4.0,3.0,6.0,1,5,1,2.0,24450.0,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,0
3385,31.0,1,13.0,3,5.0,3.0,2.0,0,4,1,2.0,23305.0,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
520,48.0,3,8.0,2,2.0,4.0,4.0,0,3,1,0.0,23120.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,0
2881,31.0,3,14.0,3,4.0,4.0,2.0,0,2,1,1.0,21661.0,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,0
1271,21.0,3,13.0,2,3.0,4.0,2.0,0,5,1,1.0,17679.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,1
4582,29.0,1,16.0,4,4.0,3.0,7.0,0,3,0,1.0,21055.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
1277,46.0,1,8.0,2,3.0,3.0,1.0,1,1,1,1.0,34328.0,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,0
4876,52.0,3,34.0,3,4.0,3.0,3.0,1,5,1,2.0,32704.0,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,1
3817,39.0,1,15.0,3,5.0,4.0,3.0,1,1,1,1.0,20811.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
1963,44.0,2,6.0,2,4.0,3.0,5.0,0,5,1,1.0,20985.0,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0
2740,19.0,1,10.0,3,4.0,3.0,3.0,0,4,0,1.0,20098.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
4435,28.0,3,10.0,4,2.0,3.0,3.0,1,1,1,1.0,23325.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3100,33.0,1,32.0,3,4.0,3.0,3.0,1,5,1,1.0,21473.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1
1891,29.0,1,31.0,3,4.0,4.0,6.0,0,3,1,2.0,17546.0,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1
3740,31.0,1,17.0,4,4.0,3.0,2.0,0,4,0,1.0,28345.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0
4245,28.0,3,7.0,4,4.0,4.0,2.0,1,1,0,2.0,25027.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
4031,37.0,3,18.0,4,4.0,3.0,2.0,0,5,0,3.0,28416.0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
2725,43.0,3,7.0,3,4.0,3.0,3.0,0,3,1,1.0,23585.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0
527,32.0,3,16.0,2,3.0,3.0,2.0,0,4,0,1.0,20396.0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,0
4644,31.0,1,15.0,4,2.0,5.0,2.0,1,1,0,3.0,30094.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
1440,36.0,1,10.0,3,3.0,4.0,1.0,0,3,1,1.0,20131.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3630,36.0,3,19.0,3,4.0,3.0,5.0,1,3,1,1.0,23259.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,1
3166,39.0,1,17.0,4,4.0,3.0,2.0,0,5,0,3.0,21362.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
3383,33.0,1,14.0,4,4.0,3.0,3.0,0,3,1,2.0,23561.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,1
1266,41.0,1,15.0,3,3.0,5.0,2.0,0,5,1,1.0,17289.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4047,42.0,3,16.0,4,4.0,3.0,5.0,1,1,0,2.0,26867.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
3475,47.0,3,16.0,3,4.0,3.0,6.0,0,3,0,2.0,28774.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,1
4666,37.0,1,23.0,3,2.0,5.0,3.0,0,1,1,1.0,21421.0,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1
3702,30.0,1,11.0,4,5.0,5.0,3.0,0,4,0,1.0,20787.0,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
3200,33.0,1,36.0,4,4.0,3.0,2.0,0,3,1,1.0,22703.0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,0
4412,23.0,1,13.0,4,4.0,3.0,2.0,0,1,1,2.0,21451.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3772,28.0,3,30.0,3,5.0,3.0,3.0,0,1,1,2.0,22218.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,0
3516,30.0,1,9.0,4,4.0,4.0,2.0,0,5,0,3.0,21858.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
2888,49.0,3,9.0,3,4.0,3.0,4.0,0,5,1,1.0,22729.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0
4002,31.0,1,9.0,5,5.0,3.0,3.0,0,4,1,2.0,22830.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
716,41.0,1,15.0,3,3.0,3.0,3.0,0,4,1,2.0,34419.0,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,0
850,32.0,3,8.0,3,3.0,5.0,2.0,0,3,0,1.0,17827.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
912,26.0,1,10.0,2,3.0,3.0,2.0,1,1,0,0.0,17875.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
2935,44.0,1,16.0,4,4.0,3.0,5.0,1,3,1,1.0,24357.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,0
1180,36.0,1,13.0,3,3.0,4.0,3.0,0,1,0,2.0,17013.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
674,58.0,1,11.0,2,4.0,4.0,3.0,1,5,1,1.0,25552.0,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
2749,37.0,1,31.0,3,4.0,4.0,2.0,0,3,0,1.0,24352.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
3159,34.0,1,7.0,3,2.0,4.0,3.0,1,3,0,2.0,24166.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
1595,26.0,1,12.0,2,4.0,4.0,2.0,0,3,1,1.0,17368.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
439,31.0,1,26.0,3,3.0,3.0,4.0,0,3,1,0.0,24824.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
23,21.0,1,21.0,3,3.0,3.0,2.0,0,3,1,1.0,16232.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
4062,42.0,1,16.0,4,4.0,5.0,4.0,0,1,0,1.0,20916.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
4099,34.0,1,21.0,4,4.0,4.0,3.0,0,5,1,2.0,21434.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
4003,47.0,3,16.0,4,5.0,3.0,3.0,0,5,1,3.0,28297.0,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,1
1910,34.0,2,29.0,2,3.0,5.0,1.0,1,3,1,0.0,24950.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1
3563,39.0,3,21.0,4,4.0,4.0,2.0,0,5,1,3.0,28602.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
546,29.0,3,16.0,2,3.0,3.0,2.0,0,4,0,0.0,17642.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
3449,30.0,2,24.0,3,5.0,5.0,3.0,0,3,0,1.0,26666.0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0
470,24.0,3,30.0,2,3.0,3.0,1.0,0,4,0,1.0,17400.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
3893,33.0,1,9.0,4,4.0,5.0,3.0,0,1,1,2.0,21117.0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0
617,44.0,1,10.0,2,3.0,4.0,1.0,0,2,1,0.0,20933.0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,0
695,37.0,3,6.0,2,4.0,3.0,6.0,0,2,1,1.0,25609.0,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
2853,43.0,1,36.0,4,4.0,3.0,4.0,0,3,1,3.0,23234.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
242,41.0,1,25.0,2,3.0,5.0,3.0,0,2,1,0.0,18072.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
3537,43.0,1,9.0,3,4.0,3.0,4.0,1,3,1,1.0,28802.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
1396,53.0,3,30.0,3,3.0,5.0,7.0,1,3,1,2.0,25448.0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,1
987,51.0,3,8.0,2,3.0,4.0,3.0,0,4,0,0.0,25596.0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0
2851,46.0,1,17.0,4,4.0,3.0,5.0,0,5,1,1.0,21332.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
3908,27.0,3,12.0,2,5.0,3.0,2.0,0,1,0,1.0,21644.0,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0
3575,35.0,1,17.0,4,5.0,3.0,3.0,0,4,1,2.0,23741.0,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
2626,42.0,3,27.0,4,4.0,4.0,3.0,1,4,0,3.0,21818.0,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,1
2623,39.0,1,16.0,4,4.0,3.0,3.0,0,2,1,2.0,20966.0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0
2130,58.0,1,8.0,2,4.0,3.0,1.0,1,1,1,0.0,17380.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
2498,27.0,3,30.0,3,5.0,3.0,2.0,1,2,1,1.0,22835.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0
2923,25.0,1,14.0,3,4.0,3.0,3.0,1,4,0,1.0,21564.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
1464,26.0,3,11.0,1,4.0,3.0,1.0,0,1,0,0.0,17966.0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0
4681,38.0,1,10.0,3,4.0,4.0,5.0,0,4,1,1.0,22785.0,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0
4360,42.0,3,17.0,3,4.0,3.0,2.0,0,1,0,2.0,24908.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,0
286,44.0,1,30.0,2,3.0,3.0,4.0,1,5,0,1.0,18161.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
4715,51.0,3,7.0,3,4.0,3.0,5.0,1,1,1,2.0,23406.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,1
2587,31.0,1,25.0,4,4.0,3.0,3.0,0,2,1,1.0,21310.0,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0
1259,30.0,1,22.0,2,1.0,3.0,4.0,0,1,1,0.0,20294.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,0
2474,34.0,1,9.0,4,4.0,3.0,6.0,0,3,1,3.0,21174.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
3558,49.0,1,22.0,4,4.0,5.0,2.0,0,1,1,1.0,21045.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
1262,43.0,1,23.0,2,4.0,3.0,1.0,1,5,1,1.0,17437.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
2768,31.0,1,35.0,4,4.0,3.0,3.0,0,3,0,3.0,24453.0,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0
2027,35.0,1,8.0,3,3.0,5.0,3.0,0,4,1,2.0,20093.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
4863,40.0,3,14.0,4,4.0,3.0,3.0,1,1,1,3.0,23212.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
458,40.0,3,34.0,2,5.0,5.0,4.0,0,5,1,0.0,25932.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
2668,32.0,1,7.0,3,6.0,3.0,2.0,0,3,1,1.0,23023.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,0
653,50.0,1,8.0,3,3.0,5.0,2.0,0,5,1,2.0,32924.0,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0
2097,52.0,1,31.0,2,4.0,3.0,4.0,0,5,0,1.0,28826.0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,0
236,33.0,1,8.0,2,3.0,5.0,1.0,0,3,1,0.0,17707.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
393,34.0,3,10.0,3,3.0,3.0,1.0,0,2,1,0.0,21538.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,0
2454,36.0,1,23.0,3,3.0,4.0,2.0,0,3,1,2.0,21104.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
964,34.0,3,21.0,3,3.0,5.0,2.0,0,1,1,2.0,21125.0,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,0
2670,38.0,3,11.0,3,4.0,3.0,6.0,0,4,1,1.0,20855.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
1873,41.0,3,6.0,2,1.0,5.0,2.0,0,3,1,1.0,23392.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,0
4880,59.0,1,28.0,4,4.0,4.0,6.0,0,3,1,2.0,28686.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,1
319,32.0,3,14.0,3,4.0,4.0,2.0,1,2,1,0.0,20228.0,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0
1587,36.0,3,17.0,3,3.0,3.0,1.0,0,5,0,2.0,24738.0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0
3651,56.0,1,29.0,4,5.0,4.0,7.0,0,1,1,2.0,22215.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
2087,44.0,1,10.0,2,3.0,4.0,1.0,0,1,1,1.0,20933.0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,0
772,56.0,1,15.0,3,3.0,3.0,3.0,0,2,0,0.0,17942.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,0
2118,37.0,3,27.0,2,3.0,3.0,6.0,0,1,1,0.0,17973.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,0
1162,35.0,3,16.0,2,4.0,5.0,1.0,0,5,1,1.0,25306.0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,1
1926,31.0,3,13.0,2,4.0,3.0,1.0,0,3,1,0.0,26557.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0
4189,38.0,1,7.0,4,4.0,3.0,4.0,1,3,0,1.0,32281.0,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,0
3454,56.0,1,7.0,3,2.0,3.0,4.0,0,5,1,1.0,33410.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,0
117,36.0,3,17.0,3,3.0,3.0,1.0,0,5,0,0.0,24738.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
3856,31.0,1,7.0,4,4.0,4.0,3.0,0,5,0,2.0,22426.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3952,37.0,1,12.0,3,5.0,5.0,2.0,1,1,1,2.0,22097.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
61,38.0,1,35.0,2,3.0,3.0,2.0,0,3,1,0.0,17406.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0
983,34.0,1,8.0,3,3.0,3.0,2.0,0,5,1,1.0,21687.0,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0
3914,42.0,3,7.0,4,4.0,3.0,2.0,1,4,0,3.0,24671.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
1487,22.0,1,22.0,3,1.0,3.0,2.0,1,3,0,2.0,17935.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0
3010,48.0,3,34.0,4,2.0,3.0,6.0,1,4,1,3.0,25075.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1
3953,34.0,3,7.0,3,2.0,5.0,4.0,0,3,0,2.0,24054.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
